Cluster,Center_Latitude,Center_Longitude,Total_Accidents,Dominant_Severity,Dominant_Weather,Dominant_Road_Type,Average_Speed,Average_Casualties,Peak_Hour,Fatal_Count,Serious_Count,Slight_Count
1771,50.683716,-1.5254322,85,Slight,Fine No High Winds,Single Carriageway,30.12,1.25,16.0,1,16,68
759,52.034748,-2.427561,85,Slight,Fine No High Winds,Single Carriageway,36.71,1.25,17.0,3,7,75
2392,51.799515,-2.2890117,84,Slight,Fine No High Winds,Dual Carriageway,61.79,1.39,8.0,1,11,72
2041,50.9271,0.52989584,84,Slight,Fine No High Winds,Single Carriageway,58.1,1.52,12.0,4,17,63
2725,57.58405,-3.870258,84,Slight,Fine No High Winds,Single Carriageway,30.24,1.2,15.0,2,7,75
2402,51.695522,-2.220056,84,Slight,Fine No High Winds,Single Carriageway,34.29,1.18,14.0,0,15,69
1587,51.7231,-0.83283687,84,Slight,Fine No High Winds,Single Carriageway,30.6,1.18,9.0,0,15,69
337,54.819855,-1.6268679,84,Slight,Fine No High Winds,Single Carriageway,31.55,1.38,16.0,1,8,75
2501,50.78985,-2.009506,84,Slight,Fine No High Winds,Single Carriageway,56.07,1.62,16.0,1,23,60
498,53.622868,-1.879933,84,Slight,Fine No High Winds,Single Carriageway,30.48,1.29,9.0,0,17,67
1617,51.56019,-0.61357176,84,Slight,Fine No High Winds,Single Carriageway,37.62,1.32,8.0,0,16,68
421,54.237602,-1.211246,84,Slight,Fine No High Winds,Single Carriageway,59.29,1.51,13.0,0,22,62
2913,55.639057,-3.8815975,84,Slight,Fine No High Winds,Dual Carriageway,52.38,1.49,17.0,6,15,63
1708,51.47815,-0.8607274,83,Slight,Fine No High Winds,Single Carriageway,35.06,1.22,8.0,1,13,69
1528,51.68256,0.46432748,83,Slight,Fine No High Winds,Single Carriageway,58.67,1.31,8.0,2,12,69
994,52.76799,0.18896474,83,Slight,Fine No High Winds,Single Carriageway,42.41,1.39,17.0,2,13,68
1315,52.5791,1.1352772,83,Slight,Fine No High Winds,Single Carriageway,41.81,1.33,8.0,1,12,70
1234,52.37287,-0.24664876,83,Slight,Fine No High Winds,Dual Carriageway,63.13,1.34,8.0,3,18,62
1960,51.21275,0.7335487,83,Slight,Fine No High Winds,Dual Carriageway,69.76,1.47,7.0,1,9,73
812,52.221077,-1.5095019,82,Slight,Fine No High Winds,Dual Carriageway,66.22,1.79,16.0,5,17,60
310,54.651993,-1.5110141,82,Slight,Fine No High Winds,Dual Carriageway,65.61,1.66,16.0,3,11,68
400,54.390614,-1.6541326,82,Slight,Fine No High Winds,Single Carriageway,46.46,1.6,14.0,0,23,59
313,54.70166,-1.315179,82,Slight,Fine No High Winds,Single Carriageway,64.02,2.04,8.0,5,17,60
171,53.572243,-2.6928277,82,Slight,Fine No High Winds,Single Carriageway,41.71,1.46,15.0,3,14,65
167,53.362835,-2.0657365,82,Slight,Fine No High Winds,Single Carriageway,33.05,1.55,8.0,4,14,64
1060,53.181736,0.19450706,82,Slight,Fine No High Winds,Single Carriageway,55.24,1.62,17.0,2,11,69
1984,51.048595,0.50901335,82,Slight,Fine No High Winds,Single Carriageway,35.37,1.34,13.0,0,18,64
783,52.855927,-2.7231674,82,Slight,Fine No High Winds,Single Carriageway,30.98,1.11,15.0,0,7,75
1454,52.01265,-0.22738643,82,Slight,Fine No High Winds,Single Carriageway,37.2,1.24,18.0,1,17,64
1371,52.232635,0.8891501,82,Slight,Fine No High Winds,Single Carriageway,62.07,1.39,18.0,2,13,67
1450,51.90819,-0.55302316,82,Slight,Fine No High Winds,Single Carriageway,60.73,1.7,8.0,1,11,70
1535,51.632397,0.8144221,82,Slight,Fine No High Winds,Single Carriageway,30.24,1.18,15.0,1,15,66
1403,52.215866,1.485021,82,Slight,Fine No High Winds,Single Carriageway,39.63,1.46,15.0,1,14,67
1554,51.946266,1.0568877,82,Slight,Fine No High Winds,Single Carriageway,35.24,1.34,14.0,0,14,68
2268,50.284775,-3.7773604,82,Slight,Fine No High Winds,Single Carriageway,37.07,1.13,15.0,0,8,74
1583,51.61807,0.61480784,81,Slight,Fine No High Winds,Single Carriageway,34.94,1.31,8.0,3,14,64
568,53.58739,-0.73196787,81,Slight,Fine No High Winds,Single Carriageway,36.91,1.43,15.0,1,17,63
1933,51.28334,1.036602,81,Slight,Fine No High Winds,Dual Carriageway,58.89,1.36,8.0,1,10,70
971,52.895916,-1.093509,81,Slight,Fine No High Winds,Single Carriageway,42.1,1.6,10.0,0,14,67
1918,51.205837,0.51689935,81,Slight,Fine No High Winds,Single Carriageway,54.57,1.65,16.0,6,7,68
282,54.922394,-1.6748108,81,Slight,Fine No High Winds,Single Carriageway,38.77,1.43,18.0,0,10,71
1364,52.347965,1.1332397,81,Slight,Fine No High Winds,Single Carriageway,45.93,1.32,9.0,3,14,64
84,53.86998,-2.752086,81,Slight,Fine No High Winds,Single Carriageway,52.47,1.59,11.0,2,17,62
1838,51.217667,-0.44194135,81,Slight,Fine No High Winds,Single Carriageway,35.06,1.43,17.0,2,16,63
1192,52.32595,-0.61341083,81,Slight,Fine No High Winds,Single Carriageway,34.07,1.46,12.0,3,16,62
1949,51.24415,0.97227466,81,Slight,Fine No High Winds,Single Carriageway,50.0,1.63,16.0,1,16,64
2321,51.33007,-2.8952422,80,Slight,Fine No High Winds,Single Carriageway,59.38,1.69,8.0,0,10,70
1698,51.433876,-0.6574264,80,Slight,Fine No High Winds,Single Carriageway,54.5,1.52,17.0,1,8,71
2598,51.585804,-2.8393056,80,Slight,Fine No High Winds,Single Carriageway,50.25,1.34,14.0,1,7,72
1849,51.14576,-0.3283155,80,Slight,Fine No High Winds,Single Carriageway,54.25,1.35,17.0,1,16,63
1049,52.889427,-0.083069324,80,Slight,Fine No High Winds,Single Carriageway,59.5,1.64,13.0,1,9,70
1405,52.20584,1.5776037,80,Slight,Fine No High Winds,Single Carriageway,30.25,1.16,14.0,0,7,73
2552,53.241924,-3.1915429,80,Slight,Fine No High Winds,Dual Carriageway,59.5,1.72,11.0,0,4,76
1560,51.859516,1.1032991,80,Slight,Fine No High Winds,Single Carriageway,50.12,1.39,17.0,1,16,63
2285,50.942474,-2.8036487,80,Slight,Fine No High Winds,Roundabout,55.12,1.44,15.0,1,11,68
2760,56.500378,-2.723063,79,Slight,Fine No High Winds,Single Carriageway,30.38,1.18,17.0,0,15,64
598,53.761337,-0.59760123,79,Slight,Fine No High Winds,Single Carriageway,58.99,1.61,9.0,2,16,61
1702,51.393566,-0.6303908,79,Slight,Fine No High Winds,Single Carriageway,32.78,1.28,17.0,1,14,64
31,54.23197,-3.0526617,79,Slight,Fine No High Winds,Single Carriageway,59.24,1.67,8.0,3,8,68
2474,51.63038,-1.7111499,79,Slight,Fine No High Winds,Single Carriageway,32.15,1.25,8.0,0,13,66
2179,50.407402,-4.3508396,79,Slight,Fine No High Winds,Single Carriageway,52.66,1.57,14.0,2,6,71
974,53.05287,-1.1504067,79,Slight,Fine No High Winds,Single Carriageway,50.51,1.71,17.0,0,8,71
1239,52.21819,0.0052184938,79,Slight,Fine No High Winds,Single Carriageway,48.23,1.28,15.0,2,9,68
607,53.873447,-0.6984305,79,Slight,Fine No High Winds,Single Carriageway,47.59,1.71,16.0,1,8,70
1957,51.2783,0.39967152,79,Slight,Fine No High Winds,Roundabout,39.11,1.25,16.0,0,6,73
2071,51.020676,-0.4545868,79,Slight,Fine No High Winds,Single Carriageway,37.97,1.28,17.0,0,8,71
2459,51.557453,-1.9124043,79,Slight,Fine No High Winds,Dual Carriageway,67.09,1.47,9.0,0,8,71
1595,51.70456,-0.70524985,79,Slight,Fine No High Winds,Single Carriageway,47.59,1.35,8.0,0,17,62
945,53.01039,-1.0044777,79,Slight,Fine No High Winds,Single Carriageway,42.15,1.44,12.0,3,19,57
2471,51.635075,-1.8335166,78,Slight,Fine No High Winds,Dual Carriageway,68.59,1.56,8.0,4,17,57
1620,51.634323,-0.5682921,78,Slight,Fine No High Winds,Single Carriageway,38.46,1.45,7.0,0,12,66
545,53.435265,-1.5379809,78,Slight,Fine No High Winds,Single Carriageway,33.97,1.42,8.0,1,17,60
221,53.196552,-2.7697928,78,Slight,Fine No High Winds,Single Carriageway,47.31,1.4,17.0,0,23,55
256,55.332176,-1.5850582,78,Slight,Fine No High Winds,Single Carriageway,31.15,1.21,12.0,2,15,61
2138,50.39467,-4.9235787,78,Slight,Fine No High Winds,Single Carriageway,53.97,1.42,11.0,0,6,72
2572,53.055157,-3.0687642,78,Slight,Fine No High Winds,Single Carriageway,33.97,1.21,17.0,0,14,64
2785,56.127872,-3.3116832,78,Slight,Fine No High Winds,Single Carriageway,30.77,1.26,18.0,1,17,60
2935,55.500645,-4.6104965,78,Slight,Fine No High Winds,Single Carriageway,32.44,1.21,14.0,0,11,67
46,54.60204,-3.136364,78,Slight,Fine No High Winds,Single Carriageway,29.87,1.12,17.0,2,15,61
914,52.771072,-1.5985628,78,Slight,Fine No High Winds,Single Carriageway,40.64,1.53,8.0,0,13,65
959,53.078396,-0.95463514,78,Slight,Fine No High Winds,Single Carriageway,30.77,1.32,8.0,1,16,61
2186,50.827766,-4.541832,78,Slight,Fine No High Winds,Single Carriageway,31.67,1.09,16.0,0,7,71
2374,51.413895,-2.7425656,78,Slight,Fine No High Winds,Single Carriageway,31.41,1.31,8.0,0,9,69
700,52.728508,-1.7459936,78,Slight,Fine No High Winds,Dual Carriageway,54.36,1.35,16.0,2,5,71
1282,52.50895,0.08582623,78,Slight,Fine No High Winds,Single Carriageway,53.08,1.56,18.0,2,13,63
1144,52.68465,-1.2661437,78,Slight,Fine No High Winds,Roundabout,43.08,1.32,17.0,3,9,66
479,53.769836,-1.3708661,77,Slight,Fine No High Winds,Single Carriageway,30.78,1.23,17.0,0,15,62
2344,51.43137,-2.3617997,77,Slight,Fine No High Winds,Single Carriageway,53.77,1.83,10.0,5,10,62
242,53.258198,-2.0475237,77,Slight,Fine No High Winds,Single Carriageway,52.34,1.29,16.0,1,23,53
468,53.641994,-1.3375459,77,Slight,Fine No High Winds,Single Carriageway,32.21,1.45,16.0,2,9,66
1773,50.682922,-1.2034434,77,Slight,Fine No High Winds,Single Carriageway,59.35,1.61,16.0,3,9,65
1256,52.285934,0.12374038,77,Slight,Fine No High Winds,Single Carriageway,34.55,1.13,16.0,0,12,65
657,53.078392,-2.1083832,77,Slight,Fine No High Winds,Single Carriageway,37.14,1.53,17.0,2,4,71
1896,51.2548,0.3769962,77,Slight,Fine No High Winds,Single Carriageway,49.35,1.36,18.0,2,7,68
2937,55.544933,-4.6589465,77,Slight,Fine No High Winds,Single Carriageway,29.87,1.21,18.0,0,16,61
2764,56.206234,-3.429761,76,Slight,Fine No High Winds,Single Carriageway,42.37,1.14,18.0,2,15,59
420,54.380054,-1.6809329,76,Slight,Fine No High Winds,Single Carriageway,40.53,1.49,16.0,1,6,69
1397,52.05149,1.066966,76,Slight,Fine No High Winds,Single Carriageway,54.47,1.49,8.0,1,15,60
1118,52.651173,-1.2409854,76,Slight,Fine No High Winds,Single Carriageway,44.21,1.32,8.0,1,11,64
1402,52.341755,1.5029414,76,Slight,Fine No High Winds,Single Carriageway,32.24,1.28,15.0,1,9,66
1789,50.596283,-1.2077361,76,Slight,Fine No High Winds,Single Carriageway,29.47,1.14,12.0,0,14,62
553,53.5375,-0.17292717,76,Slight,Fine No High Winds,Single Carriageway,52.11,1.66,17.0,3,19,54
2144,50.37849,-4.9427376,76,Slight,Fine No High Winds,Single Carriageway,56.05,1.33,17.0,2,9,65
1974,51.41129,0.46204025,76,Slight,Fine No High Winds,Single Carriageway,49.34,1.43,22.0,1,8,67
1439,52.012108,-0.20480041,76,Slight,Fine No High Winds,Single Carriageway,64.74,1.66,17.0,0,15,61
393,54.476513,-1.7707546,76,Slight,Fine No High Winds,Single Carriageway,59.61,2.03,12.0,3,22,51
1083,53.26589,-0.65763396,76,Slight,Fine No High Winds,Single Carriageway,44.87,1.51,14.0,0,6,70
2437,51.177177,-1.8239125,75,Slight,Fine No High Winds,Single Carriageway,57.73,1.83,13.0,5,9,61
1675,51.93991,-1.5461731,75,Slight,Fine No High Winds,Single Carriageway,30.67,1.19,8.0,2,12,61
1568,51.486706,0.4124625,75,Slight,Fine No High Winds,Single Carriageway,35.2,1.63,15.0,1,14,60
997,52.668888,-0.16602916,75,Slight,Fine No High Winds,Single Carriageway,48.13,1.44,15.0,1,16,58
1191,52.484123,-0.46613285,75,Slight,Fine No High Winds,Single Carriageway,36.4,1.28,15.0,2,10,63
716,52.99366,-2.2948697,75,Slight,Fine No High Winds,Dual Carriageway,68.13,1.36,15.0,1,4,70
815,52.288372,-1.7819741,75,Slight,Fine No High Winds,Single Carriageway,36.4,1.4,17.0,0,15,60
2773,56.077988,-3.4225512,75,Slight,Fine No High Winds,Single Carriageway,30.93,1.25,16.0,2,14,59
160,53.4872,-2.7763286,75,Slight,Fine No High Winds,Dual Carriageway,58.53,1.67,15.0,1,18,56
2550,53.210224,-3.1301863,75,Slight,Fine No High Winds,Single Carriageway,58.67,1.6,16.0,2,12,61
1776,50.799225,-1.6758456,75,Slight,Fine No High Winds,Single Carriageway,54.4,1.39,16.0,3,17,55
788,52.667187,-2.374504,75,Slight,Fine No High Winds,Single Carriageway,35.73,1.27,17.0,1,10,64
799,52.242542,-1.495377,75,Slight,Fine No High Winds,Single Carriageway,58.4,1.67,7.0,4,9,62
3021,52.98401,-1.4878951,75,Slight,Fine No High Winds,Single Carriageway,35.2,1.37,16.0,4,11,60
2648,51.674732,-3.5361123,74,Slight,Fine No High Winds,Single Carriageway,34.73,1.55,17.0,2,11,61
1229,52.423782,-0.10543598,74,Slight,Fine No High Winds,Single Carriageway,59.86,1.59,8.0,0,19,55
1832,51.268425,-0.39685017,74,Slight,Fine No High Winds,Single Carriageway,36.62,1.41,11.0,0,10,64
3222,51.72553,-4.720736,74,Slight,Fine No High Winds,Single Carriageway,41.35,1.43,13.0,0,11,63
1116,52.860344,-1.3276492,74,Slight,Fine No High Winds,Roundabout,58.38,1.32,17.0,3,5,66
1281,52.456573,0.30265749,74,Slight,Fine No High Winds,Single Carriageway,31.22,1.23,6.0,2,18,54
457,53.575947,-1.7072755,74,Slight,Fine No High Winds,Single Carriageway,43.65,1.78,17.0,3,15,56
1636,51.74925,-1.1371878,74,Slight,Fine No High Winds,Single Carriageway,41.35,1.26,17.0,0,20,54
2564,52.744057,-3.8787272,74,Slight,Fine No High Winds,Single Carriageway,46.08,1.64,12.0,3,16,55
1574,51.724903,0.12616664,74,Slight,Fine No High Winds,Single Carriageway,47.43,1.76,10.0,2,15,57
2470,51.525776,-1.7921994,74,Slight,Fine No High Winds,Single Carriageway,29.86,1.18,15.0,0,6,68
2513,50.66974,-2.4648855,74,Slight,Fine No High Winds,Single Carriageway,57.3,1.92,8.0,4,13,57
81,53.885303,-2.7452824,74,Slight,Fine No High Winds,Dual Carriageway,67.7,1.65,14.0,6,13,55
973,52.909817,-1.0367299,74,Slight,Fine No High Winds,Single Carriageway,33.92,1.23,15.0,1,16,57
1619,51.662464,-0.7396168,74,Slight,Fine No High Winds,Single Carriageway,36.62,1.42,18.0,0,12,62
2929,55.452354,-4.2635756,74,Slight,Fine No High Winds,Single Carriageway,30.41,1.18,15.0,0,10,64
476,53.80039,-1.8961321,73,Slight,Fine No High Winds,Single Carriageway,31.23,1.29,17.0,1,12,60
947,53.233383,-1.1540054,73,Slight,Fine No High Winds,Single Carriageway,54.38,1.51,16.0,1,16,56
1842,51.2476,-0.26516184,73,Slight,Fine No High Winds,Single Carriageway,41.92,1.25,15.0,0,12,61
2546,53.10202,-3.0335162,73,Slight,Fine No High Winds,Single Carriageway,34.93,1.63,9.0,0,9,64
1340,52.40212,1.2989273,73,Slight,Fine No High Winds,Single Carriageway,33.56,1.15,15.0,1,8,64
388,54.3699,-1.6315888,73,Slight,Fine No High Winds,Dual Carriageway,56.99,1.41,12.0,2,10,61
1556,51.77971,1.1181984,73,Slight,Fine No High Winds,Single Carriageway,31.51,1.26,13.0,1,19,53
1193,52.341328,-0.54252666,73,Slight,Fine No High Winds,Single Carriageway,30.55,1.18,12.0,2,22,49
283,54.92108,-1.7448988,73,Slight,Fine No High Winds,Single Carriageway,34.79,1.44,15.0,0,10,63
1829,51.249245,-0.5029407,73,Slight,Fine No High Winds,Single Carriageway,42.6,1.42,11.0,3,6,64
1112,52.797424,-1.2615876,73,Slight,Fine No High Winds,Single Carriageway,41.1,1.36,8.0,0,12,61
2745,57.09504,-2.1113696,73,Slight,Fine No High Winds,Dual Carriageway,57.95,1.26,17.0,3,12,58
2029,51.097557,0.034415957,72,Slight,Fine No High Winds,Single Carriageway,31.94,1.28,15.0,0,13,59
1093,53.291214,-0.4893864,72,Slight,Fine No High Winds,Single Carriageway,59.72,1.6,8.0,1,5,66
1632,51.65386,-1.5840752,72,Slight,Fine No High Winds,Single Carriageway,35.0,1.36,8.0,1,7,64
2082,50.821396,0.34151524,72,Slight,Fine No High Winds,Single Carriageway,48.89,1.46,15.0,0,19,53
2758,56.3708,-3.4265056,72,Slight,Fine No High Winds,Single Carriageway,56.39,1.24,18.0,3,20,49
2124,50.236744,-5.068749,72,Slight,Fine No High Winds,Single Carriageway,49.58,1.51,8.0,0,6,66
1316,52.93831,0.48995712,72,Slight,Fine No High Winds,Single Carriageway,30.83,1.28,14.0,0,14,58
2425,51.944714,-2.0631003,72,Slight,Fine No High Winds,Single Carriageway,32.36,1.15,8.0,0,12,60
1204,52.14721,-0.83996224,72,Slight,Fine No High Winds,Dual Carriageway,65.56,1.38,15.0,5,18,49
8,51.667755,-0.15908475,72,Slight,Fine No High Winds,Single Carriageway,31.53,1.32,15.0,0,9,63
2728,57.485367,-4.144441,72,Slight,Fine No High Winds,Single Carriageway,35.56,1.24,15.0,0,10,62
2938,55.354515,-4.682107,72,Slight,Fine No High Winds,Single Carriageway,32.92,1.12,15.0,0,18,54
1504,52.03153,0.19144419,72,Slight,Fine No High Winds,Dual Carriageway,69.58,1.6,10.0,4,12,56
2351,51.030598,-2.5734234,72,Slight,Fine No High Winds,Single Carriageway,54.72,1.6,15.0,1,9,62
1983,51.260918,1.0273906,72,Slight,Fine No High Winds,Single Carriageway,44.31,1.4,16.0,3,12,57
624,54.582657,-0.97609997,72,Slight,Fine No High Winds,Single Carriageway,30.69,1.29,12.0,1,14,57
1861,51.16354,-0.05137161,72,Slight,Fine No High Winds,Single Carriageway,46.53,1.56,14.0,2,9,61
2788,56.133286,-3.3863618,72,Slight,Fine No High Winds,Single Carriageway,36.11,1.22,17.0,0,14,58
1348,52.669006,1.0925592,72,Slight,Fine No High Winds,Single Carriageway,60.0,1.82,8.0,3,14,55
87,53.923996,-2.9738288,72,Slight,Fine No High Winds,Single Carriageway,29.72,1.18,15.0,0,20,52
1921,51.104874,1.2401538,72,Slight,Fine No High Winds,Dual Carriageway,65.69,1.81,14.0,4,10,58
577,53.729004,0.033007547,71,Slight,Fine No High Winds,Single Carriageway,28.59,1.14,15.0,2,11,58
984,52.83363,-1.1775112,71,Slight,Fine No High Winds,Single Carriageway,31.97,1.24,18.0,0,10,61
1190,52.267723,-0.7277879,71,Slight,Fine No High Winds,Dual Carriageway,59.58,1.52,8.0,3,19,49
2220,50.798164,-3.1550903,71,Slight,Fine No High Winds,Single Carriageway,56.76,1.66,16.0,3,9,59
1790,50.757095,-1.707395,71,Slight,Fine No High Winds,Single Carriageway,42.11,1.3,17.0,1,9,61
2671,51.817936,-4.500195,71,Slight,Fine No High Winds,Single Carriageway,45.49,1.41,8.0,2,12,57
1114,52.530743,-1.2229775,71,Slight,Fine No High Winds,Single Carriageway,33.52,1.38,15.0,0,13,58
2909,55.74081,-3.9173343,71,Slight,Fine No High Winds,Single Carriageway,50.14,1.51,16.0,0,7,64
1178,52.232403,-1.0747118,71,Slight,Fine No High Winds,Single Carriageway,37.89,1.31,18.0,2,20,49
1059,53.25985,0.1771355,71,Slight,Fine No High Winds,Single Carriageway,31.27,1.23,13.0,1,12,58
104,53.766594,-2.6007683,71,Slight,Fine No High Winds,Dual Carriageway,55.49,1.97,7.0,1,12,58
641,52.3874,-1.6486669,71,Slight,Fine No High Winds,Single Carriageway,32.96,1.34,15.0,1,15,55
75,54.075016,-2.7248242,71,Slight,Fine No High Winds,Single Carriageway,45.77,1.44,17.0,1,17,53
1579,51.59816,0.34797084,71,Slight,Fine No High Winds,Single Carriageway,35.07,1.38,9.0,1,8,62
2592,51.650124,-3.2870276,71,Slight,Fine No High Winds,Single Carriageway,36.9,1.51,17.0,0,14,57
1774,51.218277,-1.5467867,70,Slight,Fine No High Winds,Single Carriageway,53.29,1.47,16.0,1,17,52
811,52.193924,-1.5986174,70,Slight,Fine No High Winds,Single Carriageway,40.43,1.36,14.0,0,16,54
9,51.603783,-0.4792095,70,Slight,Fine No High Winds,Single Carriageway,30.71,1.21,20.0,0,9,61
735,52.228092,-2.219034,70,Slight,Fine No High Winds,Single Carriageway,50.57,1.39,8.0,3,4,63
1302,52.772446,1.5127702,70,Slight,Fine No High Winds,Single Carriageway,41.29,1.36,15.0,1,12,57
2723,58.980453,-2.960459,70,Slight,Fine No High Winds,Single Carriageway,29.29,1.09,17.0,0,11,59
1509,51.901814,0.19623578,70,Slight,Fine No High Winds,Single Carriageway,31.71,1.2,17.0,1,12,57
2185,50.811714,-4.352087,70,Slight,Fine No High Winds,Single Carriageway,40.57,1.31,17.0,0,10,60
848,52.33815,-1.2889614,70,Slight,Fine No High Winds,Single Carriageway,37.57,1.3,8.0,1,12,57
2614,51.62532,-3.8570352,70,Slight,Fine No High Winds,Dual Carriageway,48.14,1.53,17.0,1,5,64
2345,51.16145,-3.3194191,70,Slight,Fine No High Winds,Single Carriageway,31.29,1.36,10.0,3,7,60
333,54.747986,-1.2912724,70,Slight,Fine No High Winds,Single Carriageway,33.43,1.29,16.0,1,11,58
1853,51.262848,-0.26513278,70,Slight,Fine No High Winds,Single Carriageway,40.14,1.29,13.0,0,12,58
98,53.62731,-2.587913,70,Slight,Fine No High Winds,Dual Carriageway,64.57,1.67,13.0,0,16,54
195,53.41341,-2.4590755,70,Slight,Fine No High Winds,Single Carriageway,44.57,1.37,8.0,2,16,52
2362,51.537724,-2.4899857,70,Slight,Fine No High Winds,Single Carriageway,38.57,1.29,17.0,2,12,56
2328,51.40375,-2.673341,69,Slight,Fine No High Winds,Single Carriageway,47.97,1.61,17.0,1,6,62
640,52.38842,-1.7370256,69,Slight,Fine No High Winds,Single Carriageway,31.16,1.17,12.0,2,11,56
1862,51.222237,-0.047944523,69,Slight,Fine No High Winds,Single Carriageway,42.46,1.46,18.0,0,7,62
2429,51.102,-1.8386124,69,Slight,Fine No High Winds,Single Carriageway,55.07,1.51,8.0,3,11,55
1230,52.402866,-0.07802742,69,Slight,Fine No High Winds,Single Carriageway,39.28,1.28,15.0,0,10,59
2811,55.548424,-2.8403718,69,Slight,Fine No High Winds,Single Carriageway,30.29,1.25,14.0,1,12,56
872,53.212883,-1.6745504,69,Slight,Fine No High Winds,Single Carriageway,31.74,1.26,13.0,1,11,57
1032,53.045414,-0.39011317,69,Slight,Fine No High Winds,Single Carriageway,30.72,1.25,13.0,0,10,59
484,53.892014,-1.6357759,69,Slight,Fine No High Winds,Single Carriageway,45.07,1.64,11.0,3,14,52
347,54.822403,-1.7426052,69,Slight,Fine No High Winds,Single Carriageway,34.93,1.57,8.0,0,11,58
1571,51.745026,0.05817575,69,Slight,Fine No High Winds,Single Carriageway,43.62,1.36,7.0,1,8,60
2903,55.861042,-3.7594402,69,Slight,Fine No High Winds,Single Carriageway,47.25,1.29,15.0,2,3,64
1122,52.71116,-1.1233182,69,Slight,Fine No High Winds,Single Carriageway,47.83,1.52,8.0,4,12,53
1219,52.124664,0.17036444,69,Slight,Fine No High Winds,Single Carriageway,30.0,1.22,17.0,1,12,56
2377,51.60819,-2.5231688,69,Slight,Fine No High Winds,Single Carriageway,30.29,1.17,17.0,0,5,64
2888,55.85437,-3.805255,69,Slight,Fine No High Winds,Dual Carriageway,64.93,1.55,13.0,0,11,58
1994,51.11079,0.45208308,69,Slight,Fine No High Winds,Single Carriageway,40.29,1.33,13.0,0,8,61
